id,user,session_identifier,type,laboratory,reservation_start,use_start,utc_use_end,reservation_start_timestamp,use_start_timestamp,utc_use_end_timestamp,time_to_start,highest_position_in_queue,duration,timezone_minutes
360,Equipo2_3,Confidential,aggregator,fpga altera,2022-10-14T22:06:31,2022-10-14T22:06:35,2022-10-14T22:07:48,1665777991.0,1665777995.0,1665778068.0,4.0,0,73.0,300
361,Equipo2_3,Confidential,realtime,fpga altera,2022-10-14T22:06:31,2022-10-14T22:06:34,2022-10-14T22:07:47,1665777991.0,1665777994.0,1665778067.0,3.0,0,73.0,300
362,Equipo2_3,Confidential,aggregator,fpga altera,2022-10-14T22:14:11,2022-10-14T22:14:17,2022-10-14T22:15:02,1665778451.0,1665778457.0,1665778502.0,6.0,0,45.0,300
364,Equipo2_3,Confidential,realtime,fpga altera,2022-10-14T22:14:13,2022-10-14T22:14:16,2022-10-14T22:14:59,1665778453.0,1665778456.0,1665778499.0,3.0,0,43.0,300
365,Equipo2_3,Confidential,aggregator,fpga altera,2022-10-14T22:16:18,2022-10-14T22:16:22,2022-10-14T22:18:50,1665778578.0,1665778582.0,1665778730.0,4.0,,148.0,300
366,Equipo2_3,Confidential,realtime,fpga altera,2022-10-14T22:16:18,2022-10-14T22:16:21,2022-10-14T22:18:46,1665778578.0,1665778581.0,1665778726.0,3.0,0,145.0,300
367,Equipo2_3,Confidential,aggregator,fpga altera,2022-10-14T22:20:49,2022-10-14T22:20:53,2022-10-14T22:22:07,1665778849.0,1665778853.0,1665778927.0,4.0,0,74.0,300
368,Equipo2_3,Confidential,realtime,fpga altera,2022-10-14T22:20:50,2022-10-14T22:20:52,2022-10-14T22:22:05,1665778850.0,1665778852.0,1665778925.0,2.0,0,73.0,300
369,Equipo2_3,Confidential,aggregator,fpga altera,2022-10-14T22:23:11,2022-10-14T22:23:19,2022-10-14T22:24:26,1665778991.0,1665778999.0,1665779066.0,8.0,0,67.0,300
371,Equipo2_3,Confidential,realtime,fpga altera,2022-10-14T22:23:15,2022-10-14T22:23:18,2022-10-14T22:24:22,1665778995.0,1665778998.0,1665779062.0,3.0,0,64.0,300
372,Equipo2_3,Confidential,aggregator,fpga altera,2022-10-14T22:26:35,2022-10-14T22:26:39,2022-10-14T22:29:16,1665779195.0,1665779199.0,1665779356.0,4.0,0,157.0,300
373,Equipo2_3,Confidential,realtime,fpga altera,2022-10-14T22:26:36,2022-10-14T22:26:38,2022-10-14T22:29:14,1665779196.0,1665779198.0,1665779354.0,2.0,0,156.0,300
374,Equipo2_3,Confidential,aggregator,fpga altera,2022-10-14T22:29:40,2022-10-14T22:29:46,2022-10-14T22:31:31,1665779380.0,1665779386.0,1665779491.0,6.0,,105.0,300
375,Equipo2_3,Confidential,realtime,fpga altera,2022-10-14T22:29:43,2022-10-14T22:29:45,2022-10-14T22:31:29,1665779383.0,1665779385.0,1665779489.0,2.0,0,104.0,300
376,Equipo2_3,Confidential,aggregator,fpga altera,2022-10-14T22:33:45,2022-10-14T22:33:51,2022-10-14T22:36:28,1665779625.0,1665779631.0,1665779788.0,6.0,0,157.0,300
377,Equipo2_3,Confidential,realtime,fpga altera,2022-10-14T22:33:46,2022-10-14T22:33:50,2022-10-14T22:36:26,1665779626.0,1665779630.0,1665779786.0,4.0,0,156.0,300
378,Equipo5_1,Confidential,ide,fpga altera,2022-10-14T22:35:39,2022-10-14T22:35:39,2022-10-14T22:53:51,1665779739.0,1665779739.0,1665780831.0,0.0,,1092.0,300
379,Equipo5_1,Confidential,aggregator,fpga altera,2022-10-14T22:37:31,2022-10-14T22:37:35,2022-10-14T22:39:28,1665779851.0,1665779855.0,1665779968.0,4.0,0,113.0,300
380,Equipo5_1,Confidential,realtime,fpga altera,2022-10-14T22:37:32,2022-10-14T22:37:34,2022-10-14T22:39:27,1665779852.0,1665779854.0,1665779967.0,2.0,0,113.0,300
381,Equipo5_1,Confidential,aggregator,fpga altera,2022-10-14T22:39:22,2022-10-14T22:39:26,2022-10-14T22:40:48,1665779962.0,1665779966.0,1665780048.0,4.0,0,82.0,300
382,Equipo5_1,Confidential,realtime,fpga altera,2022-10-14T22:39:23,2022-10-14T22:39:24,2022-10-14T22:40:48,1665779963.0,1665779964.0,1665780048.0,1.0,0,84.0,300
383,Equipo5_1,Confidential,aggregator,fpga altera,2022-10-14T22:40:32,2022-10-14T22:40:38,2022-10-14T22:43:55,1665780032.0,1665780038.0,1665780235.0,6.0,0,197.0,300
385,Equipo5_1,Confidential,realtime,fpga altera,2022-10-14T22:40:34,2022-10-14T22:40:37,2022-10-14T22:43:54,1665780034.0,1665780037.0,1665780234.0,3.0,0,197.0,300
386,Equipo2_3,Confidential,aggregator,fpga altera,2022-10-14T22:46:09,2022-10-14T22:46:14,2022-10-14T22:47:37,1665780369.0,1665780374.0,1665780457.0,5.0,0,83.0,300
387,Equipo2_3,Confidential,realtime,fpga altera,2022-10-14T22:46:10,2022-10-14T22:46:13,2022-10-14T22:47:36,1665780370.0,1665780373.0,1665780456.0,3.0,0,83.0,300
388,Equipo3_1,Confidential,ide,fpga altera,2022-10-15T00:22:46,2022-10-15T00:22:47,2022-10-15T03:37:15,1665786166.0,1665786167.0,1665797835.0,1.0,,11668.0,300
389,Equipo5_3,Confidential,ide,fpga altera,2022-10-15T02:13:38,2022-10-15T02:13:39,2022-10-15T02:39:52,1665792818.0,1665792819.0,1665794392.0,1.0,,1573.0,300
390,Equipo5_3,Confidential,ide,fpga altera,2022-10-15T02:28:39,2022-10-15T02:28:40,2022-10-15T05:39:07,1665793719.0,1665793720.0,1665805147.0,1.0,,11427.0,300
391,Grupo5_2,Confidential,ide,fpga altera,2022-10-15T02:39:38,2022-10-15T02:39:39,2022-10-15T03:03:51,1665794378.0,1665794379.0,1665795831.0,1.0,,1452.0,300
392,Equipo5_3,Confidential,aggregator,fpga altera,2022-10-15T02:59:44,2022-10-15T02:59:48,2022-10-15T03:03:26,1665795584.0,1665795588.0,1665795806.0,4.0,0,218.0,300
393,Equipo5_3,Confidential,realtime,fpga altera,2022-10-15T02:59:45,2022-10-15T02:59:47,2022-10-15T03:03:24,1665795585.0,1665795587.0,1665795804.0,2.0,0,217.0,300
394,Grupo5_2,Confidential,ide,fpga altera,2022-10-15T03:03:06,2022-10-15T03:03:07,2022-10-15T03:07:17,1665795786.0,1665795787.0,1665796037.0,1.0,,250.0,300
395,Grupo5_2,Confidential,ide,fpga altera,2022-10-15T03:05:32,2022-10-15T03:05:33,2022-10-15T03:07:43,1665795932.0,1665795933.0,1665796063.0,1.0,,130.0,300
396,Grupo5_2,Confidential,ide,fpga altera,2022-10-15T03:05:55,2022-10-15T03:05:56,2022-10-15T03:08:07,1665795955.0,1665795956.0,1665796087.0,1.0,,131.0,300
397,Equipo5_3,Confidential,aggregator,fpga altera,2022-10-15T03:06:09,2022-10-15T03:06:15,2022-10-15T03:08:50,1665795969.0,1665795975.0,1665796130.0,6.0,0,155.0,300
398,Equipo5_3,Confidential,realtime,fpga altera,2022-10-15T03:06:10,2022-10-15T03:06:13,2022-10-15T03:08:47,1665795970.0,1665795973.0,1665796127.0,3.0,0,154.0,300
399,Grupo5_2,Confidential,ide,fpga altera,2022-10-15T03:06:32,2022-10-15T03:06:33,2022-10-15T03:08:44,1665795992.0,1665795993.0,1665796124.0,1.0,,131.0,300
400,Grupo5_2,Confidential,aggregator,fpga altera,2022-10-15T03:06:52,2022-10-15T03:06:56,2022-10-15T03:08:40,1665796012.0,1665796016.0,1665796120.0,4.0,0,104.0,300
401,Grupo5_2,Confidential,realtime,fpga altera,2022-10-15T03:06:53,2022-10-15T03:06:55,2022-10-15T03:08:39,1665796013.0,1665796015.0,1665796119.0,2.0,0,104.0,300
402,Grupo5_2,Confidential,aggregator,fpga altera,2022-10-15T03:07:00,2022-10-15T03:07:04,2022-10-15T03:07:30,1665796020.0,1665796024.0,1665796050.0,4.0,0,26.0,300
403,Grupo5_2,Confidential,realtime,fpga altera,2022-10-15T03:07:01,2022-10-15T03:07:03,2022-10-15T03:07:26,1665796021.0,1665796023.0,1665796046.0,2.0,0,23.0,300
404,Grupo5_2,Confidential,ide,fpga altera,2022-10-15T03:08:37,2022-10-15T03:08:38,2022-10-15T05:15:00,1665796117.0,1665796118.0,1665803700.0,1.0,,7582.0,300
405,Grupo5_2,Confidential,aggregator,fpga altera,2022-10-15T03:10:51,2022-10-15T03:10:55,2022-10-15T03:13:22,1665796251.0,1665796255.0,1665796402.0,4.0,,147.0,300
406,Grupo5_2,Confidential,realtime,fpga altera,2022-10-15T03:10:51,2022-10-15T03:10:54,2022-10-15T03:13:18,1665796251.0,1665796254.0,1665796398.0,3.0,0,144.0,300
407,Equipo5_3,Confidential,aggregator,fpga altera,2022-10-15T03:22:03,2022-10-15T03:22:07,2022-10-15T03:24:42,1665796923.0,1665796927.0,1665797082.0,4.0,0,155.0,300
408,Equipo5_3,Confidential,realtime,fpga altera,2022-10-15T03:22:04,2022-10-15T03:22:06,2022-10-15T03:24:41,1665796924.0,1665796926.0,1665797081.0,2.0,0,155.0,300
409,Equipo5_3,Confidential,aggregator,fpga altera,2022-10-15T03:27:36,2022-10-15T03:27:43,2022-10-15T03:30:18,1665797256.0,1665797263.0,1665797418.0,7.0,,155.0,300
411,Equipo5_3,Confidential,realtime,fpga altera,2022-10-15T03:27:40,2022-10-15T03:27:43,2022-10-15T03:30:17,1665797260.0,1665797263.0,1665797417.0,3.0,0,154.0,300
412,Equipo5_3,Confidential,aggregator,fpga altera,2022-10-15T03:30:59,2022-10-15T03:31:05,2022-10-15T03:34:39,1665797459.0,1665797465.0,1665797679.0,6.0,0,214.0,300
414,Equipo5_3,Confidential,realtime,fpga altera,2022-10-15T03:31:02,2022-10-15T03:31:04,2022-10-15T03:34:38,1665797462.0,1665797464.0,1665797678.0,2.0,0,214.0,300
415,Equipo3_2,Confidential,ide,fpga altera,2022-10-15T03:33:32,2022-10-15T03:33:33,2022-10-15T04:21:48,1665797612.0,1665797613.0,1665800508.0,1.0,,2895.0,300
416,Equipo3_1,Confidential,ide,fpga altera,2022-10-15T03:36:40,2022-10-15T03:36:41,2022-10-15T04:08:54,1665797800.0,1665797801.0,1665799734.0,1.0,,1933.0,300
417,Equipo3_1,Confidential,aggregator,fpga altera,2022-10-15T03:39:17,2022-10-15T03:39:23,2022-10-15T03:41:36,1665797957.0,1665797963.0,1665798096.0,6.0,0,133.0,300
419,Equipo3_1,Confidential,realtime,fpga altera,2022-10-15T03:39:19,2022-10-15T03:39:22,2022-10-15T03:41:36,1665797959.0,1665797962.0,1665798096.0,3.0,0,134.0,300
420,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-15T03:39:55,2022-10-15T03:40:01,2022-10-15T03:41:03,1665797995.0,1665798001.0,1665798063.0,6.0,0,62.0,300
422,Equipo3_2,Confidential,realtime,fpga altera,2022-10-15T03:39:57,2022-10-15T03:39:59,2022-10-15T03:41:02,1665797997.0,1665797999.0,1665798062.0,2.0,0,63.0,300
423,Equipo5_3,Confidential,aggregator,fpga altera,2022-10-15T03:41:20,2022-10-15T03:41:23,2022-10-15T03:44:54,1665798080.0,1665798083.0,1665798294.0,3.0,0,211.0,300
424,Equipo5_3,Confidential,realtime,fpga altera,2022-10-15T03:41:20,2022-10-15T03:41:23,2022-10-15T03:44:50,1665798080.0,1665798083.0,1665798290.0,3.0,0,207.0,300
425,Equipo3_1,Confidential,aggregator,fpga altera,2022-10-15T03:42:58,2022-10-15T03:43:02,2022-10-15T03:44:25,1665798178.0,1665798182.0,1665798265.0,4.0,0,83.0,300
426,Equipo3_1,Confidential,realtime,fpga altera,2022-10-15T03:42:59,2022-10-15T03:43:01,2022-10-15T03:44:24,1665798179.0,1665798181.0,1665798264.0,2.0,0,83.0,300
427,Equipo3_1,Confidential,aggregator,fpga altera,2022-10-15T03:45:25,2022-10-15T03:45:29,2022-10-15T03:49:05,1665798325.0,1665798329.0,1665798545.0,4.0,0,216.0,300
428,Equipo3_1,Confidential,realtime,fpga altera,2022-10-15T03:45:26,2022-10-15T03:45:28,2022-10-15T03:49:02,1665798326.0,1665798328.0,1665798542.0,2.0,0,214.0,300
429,Equipo4_2,Confidential,ide,fpga altera,2022-10-15T03:45:42,2022-10-15T03:45:43,2022-10-15T04:09:55,1665798342.0,1665798343.0,1665799795.0,1.0,,1452.0,300
430,Equipo5_3,Confidential,aggregator,fpga altera,2022-10-15T03:45:44,2022-10-15T03:45:50,2022-10-15T03:48:03,1665798344.0,1665798350.0,1665798483.0,6.0,0,133.0,300
431,Equipo5_3,Confidential,realtime,fpga altera,2022-10-15T03:45:45,2022-10-15T03:45:49,2022-10-15T03:48:02,1665798345.0,1665798349.0,1665798482.0,4.0,0,133.0,300
432,Equipo4_2,Confidential,aggregator,fpga altera,2022-10-15T03:46:43,2022-10-15T03:46:50,2022-10-15T03:50:27,1665798403.0,1665798410.0,1665798627.0,7.0,0,217.0,300
434,Equipo4_2,Confidential,realtime,fpga altera,2022-10-15T03:46:45,2022-10-15T03:46:50,2022-10-15T03:50:25,1665798405.0,1665798410.0,1665798625.0,5.0,0,215.0,300
435,Equipo4_2,Confidential,aggregator,fpga altera,2022-10-15T03:51:37,2022-10-15T03:51:42,2022-10-15T03:54:19,1665798697.0,1665798702.0,1665798859.0,5.0,0,157.0,300
437,Equipo4_2,Confidential,realtime,fpga altera,2022-10-15T03:51:39,2022-10-15T03:51:41,2022-10-15T03:54:15,1665798699.0,1665798701.0,1665798855.0,2.0,0,154.0,300
438,Equipo3_1,Confidential,aggregator,fpga altera,2022-10-15T03:52:59,2022-10-15T03:53:04,2022-10-15T03:55:10,1665798779.0,1665798784.0,1665798910.0,5.0,0,126.0,300
439,Equipo3_1,Confidential,realtime,fpga altera,2022-10-15T03:53:00,2022-10-15T03:53:03,2022-10-15T03:55:06,1665798780.0,1665798783.0,1665798906.0,3.0,0,123.0,300
440,Equipo3_1,Confidential,aggregator,fpga altera,2022-10-15T03:56:23,2022-10-15T03:56:27,2022-10-15T03:58:20,1665798983.0,1665798987.0,1665799100.0,4.0,0,113.0,300
441,Equipo3_1,Confidential,realtime,fpga altera,2022-10-15T03:56:24,2022-10-15T03:56:27,2022-10-15T03:58:20,1665798984.0,1665798987.0,1665799100.0,3.0,0,113.0,300
442,Equipo5_1,Confidential,ide,fpga altera,2022-10-15T04:09:44,2022-10-15T04:09:44,2022-10-15T04:19:56,1665799784.0,1665799784.0,1665800396.0,0.0,,612.0,300
443,Equipo5_1,Confidential,aggregator,fpga altera,2022-10-15T04:09:55,2022-10-15T04:09:59,2022-10-15T04:12:18,1665799795.0,1665799799.0,1665799938.0,4.0,0,139.0,300
444,Equipo5_1,Confidential,realtime,fpga altera,2022-10-15T04:09:56,2022-10-15T04:09:59,2022-10-15T04:12:14,1665799796.0,1665799799.0,1665799934.0,3.0,0,135.0,300
445,Equipo5_1,Confidential,ide,fpga altera,2022-10-15T04:18:02,2022-10-15T04:18:03,2022-10-15T04:28:15,1665800282.0,1665800283.0,1665800895.0,1.0,,612.0,300
446,Equipo5_1,Confidential,ide,fpga altera,2022-10-15T04:20:18,2022-10-15T04:20:19,2022-10-15T05:16:34,1665800418.0,1665800419.0,1665803794.0,1.0,,3375.0,300
447,Equipo5_1,Confidential,aggregator,fpga altera,2022-10-15T04:27:51,2022-10-15T04:27:55,2022-10-15T04:28:28,1665800871.0,1665800875.0,1665800908.0,4.0,0,33.0,300
448,Equipo5_1,Confidential,realtime,fpga altera,2022-10-15T04:27:51,2022-10-15T04:27:54,2022-10-15T04:28:26,1665800871.0,1665800874.0,1665800906.0,3.0,0,32.0,300
449,Equipo5_1,Confidential,aggregator,fpga altera,2022-10-15T04:28:31,2022-10-15T04:28:37,2022-10-15T04:28:54,1665800911.0,1665800917.0,1665800934.0,6.0,0,17.0,300
451,Equipo5_1,Confidential,realtime,fpga altera,2022-10-15T04:28:33,2022-10-15T04:28:36,2022-10-15T04:28:49,1665800913.0,1665800916.0,1665800929.0,3.0,0,13.0,300
452,Equipo5_1,Confidential,aggregator,fpga altera,2022-10-15T04:28:50,2022-10-15T04:28:54,2022-10-15T04:31:51,1665800930.0,1665800934.0,1665801111.0,4.0,0,177.0,300
453,Equipo5_1,Confidential,realtime,fpga altera,2022-10-15T04:28:51,2022-10-15T04:28:53,2022-10-15T04:31:49,1665800931.0,1665800933.0,1665801109.0,2.0,0,176.0,300
454,Equipo5_1,Confidential,aggregator,fpga altera,2022-10-15T04:31:40,2022-10-15T04:31:44,2022-10-15T04:34:52,1665801100.0,1665801104.0,1665801292.0,4.0,0,188.0,300
455,Equipo5_1,Confidential,realtime,fpga altera,2022-10-15T04:31:41,2022-10-15T04:31:43,2022-10-15T04:34:47,1665801101.0,1665801103.0,1665801287.0,2.0,0,184.0,300
456,Equipo3_2,Confidential,ide,fpga altera,2022-10-16T02:59:11,2022-10-16T02:59:12,2022-10-16T04:49:32,1665881951.0,1665881952.0,1665888572.0,1.0,,6620.0,300
457,Equipo3_3,Confidential,ide,fpga altera,2022-10-16T03:18:25,2022-10-16T03:18:25,2022-10-16T05:24:46,1665883105.0,1665883105.0,1665890686.0,0.0,,7581.0,300
458,Equipo3_3,Confidential,aggregator,fpga altera,2022-10-16T03:35:53,2022-10-16T03:36:00,2022-10-16T03:37:45,1665884153.0,1665884160.0,1665884265.0,7.0,0,105.0,300
460,Equipo3_3,Confidential,realtime,fpga altera,2022-10-16T03:35:56,2022-10-16T03:35:59,2022-10-16T03:37:43,1665884156.0,1665884159.0,1665884263.0,3.0,0,104.0,300
461,Equipo3_3,Confidential,aggregator,fpga altera,2022-10-16T03:39:59,2022-10-16T03:40:06,2022-10-16T03:42:44,1665884399.0,1665884406.0,1665884564.0,7.0,0,158.0,300
463,Equipo3_3,Confidential,realtime,fpga altera,2022-10-16T03:40:02,2022-10-16T03:40:05,2022-10-16T03:42:39,1665884402.0,1665884405.0,1665884559.0,3.0,0,154.0,300
464,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-16T03:48:48,2022-10-16T03:48:52,2022-10-16T03:49:28,1665884928.0,1665884932.0,1665884968.0,4.0,0,36.0,300
465,Equipo3_2,Confidential,realtime,fpga altera,2022-10-16T03:48:48,2022-10-16T03:48:50,2022-10-16T03:49:23,1665884928.0,1665884930.0,1665884963.0,2.0,0,33.0,300
466,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-16T04:12:55,2022-10-16T04:13:00,2022-10-16T04:13:34,1665886375.0,1665886380.0,1665886414.0,5.0,0,34.0,300
467,Equipo3_2,Confidential,realtime,fpga altera,2022-10-16T04:12:56,2022-10-16T04:12:58,2022-10-16T04:13:31,1665886376.0,1665886378.0,1665886411.0,2.0,0,33.0,300
468,Equipo3_3,Confidential,aggregator,fpga altera,2022-10-16T04:53:50,2022-10-16T04:53:55,2022-10-16T04:55:00,1665888830.0,1665888835.0,1665888900.0,5.0,0,65.0,300
469,Equipo3_3,Confidential,realtime,fpga altera,2022-10-16T04:53:51,2022-10-16T04:53:53,2022-10-16T04:54:56,1665888831.0,1665888833.0,1665888896.0,2.0,0,63.0,300
470,Equipo3_3,Confidential,ide,fpga altera,2022-10-18T00:07:00,2022-10-18T00:07:01,2022-10-18T02:35:25,1666044420.0,1666044421.0,1666053325.0,1.0,,8904.0,300
471,Equipo3_3,Confidential,aggregator,fpga altera,2022-10-18T02:17:33,2022-10-18T02:17:37,2022-10-18T02:19:11,1666052253.0,1666052257.0,1666052351.0,4.0,0,94.0,300
472,Equipo3_3,Confidential,realtime,fpga altera,2022-10-18T02:17:33,2022-10-18T02:17:35,2022-10-18T02:19:08,1666052253.0,1666052255.0,1666052348.0,2.0,0,93.0,300
473,Equipo3_3,Confidential,aggregator,fpga altera,2022-10-18T02:22:06,2022-10-18T02:22:11,2022-10-18T02:23:51,1666052526.0,1666052531.0,1666052631.0,5.0,0,100.0,300
474,Equipo3_3,Confidential,realtime,fpga altera,2022-10-18T02:22:08,2022-10-18T02:22:10,2022-10-18T02:23:46,1666052528.0,1666052530.0,1666052626.0,2.0,0,96.0,300
475,Equipo3_3,Confidential,ide,fpga altera,2022-10-19T21:28:20,2022-10-19T21:28:20,2022-10-19T21:54:32,1666207700.0,1666207700.0,1666209272.0,0.0,,1572.0,300
476,Equipo3_2,Confidential,ide,fpga altera,2022-10-20T16:20:51,2022-10-20T16:20:52,2022-10-20T18:07:12,1666275651.0,1666275652.0,1666282032.0,1.0,,6380.0,300
477,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T16:22:45,2022-10-20T16:22:49,2022-10-20T16:23:45,1666275765.0,1666275769.0,1666275825.0,4.0,0,56.0,300
478,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T16:22:45,2022-10-20T16:22:48,2022-10-20T16:23:41,1666275765.0,1666275768.0,1666275821.0,3.0,0,53.0,300
479,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T16:25:46,2022-10-20T16:25:50,2022-10-20T16:27:27,1666275946.0,1666275950.0,1666276047.0,4.0,,97.0,300
480,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T16:25:46,2022-10-20T16:25:49,2022-10-20T16:27:23,1666275946.0,1666275949.0,1666276043.0,3.0,0,94.0,300
481,Equipo4_2,Confidential,ide,fpga altera,2022-10-20T16:30:58,2022-10-20T16:30:58,2022-10-20T17:35:15,1666276258.0,1666276258.0,1666280115.0,0.0,,3857.0,300
482,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T16:32:31,2022-10-20T16:32:35,2022-10-20T16:33:11,1666276351.0,1666276355.0,1666276391.0,4.0,0,36.0,300
483,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T16:32:32,2022-10-20T16:32:34,2022-10-20T16:33:07,1666276352.0,1666276354.0,1666276387.0,2.0,0,33.0,300
484,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T16:36:38,2022-10-20T16:36:43,2022-10-20T16:37:49,1666276598.0,1666276603.0,1666276669.0,5.0,,66.0,300
485,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T16:36:39,2022-10-20T16:36:42,2022-10-20T16:37:45,1666276599.0,1666276602.0,1666276665.0,3.0,0,63.0,300
486,Equipo2_3,Confidential,ide,fpga altera,2022-10-20T16:38:07,2022-10-20T16:38:07,2022-10-20T16:48:18,1666276687.0,1666276687.0,1666277298.0,0.0,,611.0,300
487,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T16:42:24,2022-10-20T16:42:28,2022-10-20T16:43:14,1666276944.0,1666276948.0,1666276994.0,4.0,0,46.0,300
488,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T16:42:24,2022-10-20T16:42:27,2022-10-20T16:43:10,1666276944.0,1666276947.0,1666276990.0,3.0,0,43.0,300
489,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T16:45:12,2022-10-20T16:45:16,2022-10-20T16:46:08,1666277112.0,1666277116.0,1666277168.0,4.0,0,52.0,300
490,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T16:45:12,2022-10-20T16:45:15,2022-10-20T16:46:08,1666277112.0,1666277115.0,1666277168.0,3.0,0,53.0,300
491,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T16:48:07,2022-10-20T16:48:11,2022-10-20T16:48:57,1666277287.0,1666277291.0,1666277337.0,4.0,0,46.0,300
492,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T16:48:08,2022-10-20T16:48:11,2022-10-20T16:48:54,1666277288.0,1666277291.0,1666277334.0,3.0,0,43.0,300
493,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T16:50:27,2022-10-20T16:50:31,2022-10-20T16:50:57,1666277427.0,1666277431.0,1666277457.0,4.0,0,26.0,300
494,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T16:50:28,2022-10-20T16:50:30,2022-10-20T16:50:53,1666277428.0,1666277430.0,1666277453.0,2.0,0,23.0,300
495,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T16:52:01,2022-10-20T16:52:08,2022-10-20T16:52:29,1666277521.0,1666277528.0,1666277549.0,7.0,0,21.0,300
496,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T16:52:02,2022-10-20T16:52:06,2022-10-20T16:52:29,1666277522.0,1666277526.0,1666277549.0,4.0,0,23.0,300
497,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T16:58:25,2022-10-20T16:58:31,2022-10-20T16:59:03,1666277905.0,1666277911.0,1666277943.0,6.0,0,32.0,300
498,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T16:58:27,2022-10-20T16:58:30,2022-10-20T16:59:02,1666277907.0,1666277910.0,1666277942.0,3.0,0,32.0,300
499,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T17:07:09,2022-10-20T17:07:17,2022-10-20T17:07:53,1666278429.0,1666278437.0,1666278473.0,8.0,0,36.0,300
501,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T17:07:13,2022-10-20T17:07:15,2022-10-20T17:07:48,1666278433.0,1666278435.0,1666278468.0,2.0,0,33.0,300
502,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T17:11:19,2022-10-20T17:11:23,2022-10-20T17:12:00,1666278679.0,1666278683.0,1666278720.0,4.0,,37.0,300
503,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T17:11:20,2022-10-20T17:11:23,2022-10-20T17:11:55,1666278680.0,1666278683.0,1666278715.0,3.0,0,32.0,300
504,Equipo3_1,Confidential,ide,fpga altera,2022-10-20T17:18:16,2022-10-20T17:18:16,2022-10-20T18:04:31,1666279096.0,1666279096.0,1666281871.0,0.0,,2775.0,300
505,Equipo4_2,Confidential,aggregator,fpga altera,2022-10-20T17:23:15,2022-10-20T17:23:21,2022-10-20T17:25:47,1666279395.0,1666279401.0,1666279547.0,6.0,0,146.0,300
506,Equipo4_2,Confidential,realtime,fpga altera,2022-10-20T17:23:16,2022-10-20T17:23:20,2022-10-20T17:25:46,1666279396.0,1666279400.0,1666279546.0,4.0,0,146.0,300
507,Equipo4_2,Confidential,aggregator,fpga altera,2022-10-20T17:29:56,2022-10-20T17:29:59,2022-10-20T17:30:46,1666279796.0,1666279799.0,1666279846.0,3.0,,47.0,300
508,Equipo4_2,Confidential,realtime,fpga altera,2022-10-20T17:29:57,2022-10-20T17:29:59,2022-10-20T17:30:42,1666279797.0,1666279799.0,1666279842.0,2.0,0,43.0,300
509,Equipo4_2,Confidential,ide,fpga altera,2022-10-20T17:34:05,2022-10-20T17:34:06,2022-10-20T17:42:17,1666280045.0,1666280046.0,1666280537.0,1.0,,491.0,300
510,Equipo4_2,Confidential,aggregator,fpga altera,2022-10-20T17:34:40,2022-10-20T17:34:44,2022-10-20T17:35:26,1666280080.0,1666280084.0,1666280126.0,4.0,0,42.0,300
511,Equipo4_2,Confidential,realtime,fpga altera,2022-10-20T17:34:40,2022-10-20T17:34:43,2022-10-20T17:35:25,1666280080.0,1666280083.0,1666280125.0,3.0,0,42.0,300
512,Equipo3_2,Confidential,aggregator,fpga altera,2022-10-20T17:35:49,2022-10-20T17:35:53,2022-10-20T17:36:18,1666280149.0,1666280153.0,1666280178.0,4.0,0,25.0,300
513,Equipo3_2,Confidential,realtime,fpga altera,2022-10-20T17:35:49,2022-10-20T17:35:52,2022-10-20T17:36:15,1666280149.0,1666280152.0,1666280175.0,3.0,0,23.0,300
514,Equipo4_2,Confidential,aggregator,fpga altera,2022-10-20T17:40:06,2022-10-20T17:40:11,2022-10-20T17:41:18,1666280406.0,1666280411.0,1666280478.0,5.0,0,67.0,300
515,Equipo4_2,Confidential,realtime,fpga altera,2022-10-20T17:40:06,2022-10-20T17:40:11,2022-10-20T17:41:16,1666280406.0,1666280411.0,1666280476.0,5.0,0,65.0,300
